"dataAtual","qtdStatus400","qtdStatus500","qtdSuccess"
"2019-07-18 15:03:29","0","0","1"
"dataAtual","qtdStatus400","qtdStatus500","qtdSuccess"
"2019-07-18 15:03:29","0","0","1"
"2019-07-18 15:03:31","0","0","2"
"dataAtual","qtdStatus400","qtdStatus500","qtdSuccess"
"2019-07-18 15:03:29","0","0","1"
"2019-07-18 15:03:31","0","0","2"
"2019-07-18 15:03:33","0","0","3"
